"order_id","restaurant","cuisine_type","cost","WeekendOrWeekday","rating","prepTime","deliveryTime"
1477114,"Dos Caminos","Mexican",12.18,"Weekday",5,24,30
1477288,"El Parador Cafe","Mexican",13.19,"Weekday",5,22,28
1477904,"RedFarm Hudson","Chinese",16.1,"Weekend",4,23,29
1478277,"The Meatball Shop","American",14.5,"Weekend",5,34,25
1478439,"TAO","Japanese",8.54,"Weekend",4,26,23
1476603,"Shake Shack","American",12.95,"Weekend",NA,32,19
1478262,"Melt Shop","American",9.02,"Weekday",NA,29,24
1477597,"Shake Shack","American",24.25,"Weekend",5,34,24
1476551,"The Smile","American",12.18,"Weekend",NA,22,27
1476727,"Jack's Wife Freda","Mediterranean",12.95,"Weekday",3,22,33
1478125,"Shake Shack","American",16.15,"Weekday",4,20,26
1476671,"Cafe Habana","Mexican",8.73,"Weekday",3,27,28
1477010,"The Meatball Shop","Italian",19.4,"Weekend",NA,28,17
1476637,"Blue Ribbon Fried Chicken","American",18.24,"Weekend",NA,21,16
1477146,"Yama Japanese Restaurant","Japanese",32.93,"Weekend",5,29,17
1478010,"Parm","Italian",6.69,"Weekend",5,24,28
1477196,"Cafe Habana","Mexican",4.85,"Weekend",5,28,22
1476923,"J. G. Melon","American",19.4,"Weekday",4,35,26
1477823,"Bareburger","American",5.63,"Weekend",4,32,30
1478138,"Rubirosa","Italian",24.3,"Weekend",NA,30,26
1477155,"J. G. Melon","American",6.06,"Weekday",4,24,27
1477730,"Parm","Italian",13.05,"Weekend",NA,28,27
1476838,"Burger Joint","American",16.15,"Weekend",NA,31,15
1477363,"Blue Ribbon Sushi","Japanese",19.4,"Weekday",NA,24,24
1477326,"Han Dynasty","Chinese",21.93,"Weekend",NA,24,20
1477553,"L'Express","French",22.02,"Weekday",NA,21,27
1477516,"Han Dynasty","Chinese",29.15,"Weekend",NA,31,19
1478161,"Sushi of Gari","Japanese",16.01,"Weekend",NA,33,19
1477525,"TAO","Japanese",24.3,"Weekend",NA,24,22
1476659,"RedFarm Broadway","Chinese",31.33,"Weekend",3,33,23
1477846,"Blue Ribbon Sushi","Japanese",24.25,"Weekday",5,30,26
1477075,"Ilili Restaurant","Middle Eastern",31.43,"Weekday",3,26,29
1477213,"The Meatball Shop","Italian",13.19,"Weekend",NA,26,29
1476610,"TAO","Japanese",12.27,"Weekday",NA,26,29
1478046,"The Loop","Japanese",31.38,"Weekend",4,26,24
1477523,"RedFarm Broadway","Chinese",12.23,"Weekend",4,21,21
1476617,"The Meatball Shop","Italian",31.33,"Weekend",3,30,15
1476826,"Cafe China","Chinese",24.3,"Weekend",NA,20,23
1476903,"Sarabeth's","American",25.17,"Weekend",3,28,23
1477018,"Shake Shack","American",15.52,"Weekend",5,33,17
1477090,"Osteria Morini","Italian",9.22,"Weekday",4,29,33
1477659,"Shake Shack","American",13,"Weekend",NA,20,18
1477325,"Parm","Italian",19.35,"Weekday",4,23,26
1478050,"Nobu Next Door","Japanese",19.4,"Weekend",NA,28,29
1478192,"Shake Shack","American",16.25,"Weekend",5,27,23
1478004,"Parm","Italian",12.18,"Weekend",NA,29,16
1478079,"Tamarind TriBeCa","Indian",25.22,"Weekend",5,30,26
1477189,"V-Nam Cafe","Vietnamese",22.26,"Weekend",5,33,26
1477696,"RedFarm Broadway","Chinese",24.3,"Weekday",5,24,31
1478165,"RedFarm Hudson","Chinese",12.18,"Weekend",NA,22,27
1476956,"Saravanaa Bhavan","Indian",12.13,"Weekday",NA,32,26
1477372,"Sushi of Gari Tribeca","Japanese",29.2,"Weekend",5,32,22
1476845,"Blue Ribbon Sushi","Japanese",12.13,"Weekend",5,31,29
1476983,"Rubirosa","Italian",7.95,"Weekday",NA,20,26
1477395,"Parm","Italian",14.55,"Weekday",5,30,32
1478117,"Bareburger","American",22.85,"Weekday",NA,21,30
1477612,"Shake Shack","American",22.31,"Weekday",NA,33,32
1477051,"Tortaria","Mexican",19.31,"Weekend",NA,27,28
1476881,"Nobu Next Door","Japanese",15.76,"Weekday",NA,27,28
1478370,"Grand Sichuan International","Chinese",25.27,"Weekday",5,35,30
1478212,"Dos Caminos","Mexican",11.59,"Weekend",NA,33,22
1478322,"RedFarm Broadway","Chinese",24.25,"Weekday",5,25,25
1477854,"Tamarind TriBeCa","Indian",11.64,"Weekend",NA,33,23
1477207,"Sushi of Gari 46","Japanese",12.18,"Weekday",NA,24,26
1476651,"Shake Shack","American",8,"Weekend",5,27,23
1476928,"The Meatball Shop","Italian",24.3,"Weekend",NA,33,21
1478288,"Rohm Thai","Thai",29.1,"Weekend",NA,31,23
1476713,"Blue Ribbon Sushi Izakaya","Japanese",15.76,"Weekend",4,33,23
1476862,"The Meatball Shop","Italian",29.2,"Weekend",NA,31,24
1477744,"Pinto Nouveau Thai Bistro","Thai",17.08,"Weekend",NA,23,16
1477415,"Mamoun's Falafel","Mediterranean",14.41,"Weekend",5,33,26
1478157,"Shake Shack","American",8.05,"Weekday",4,25,27
1478328,"Rubirosa","Italian",33.03,"Weekend",5,22,28
1477745,"TAO","Japanese",12.66,"Weekday",NA,29,29
1477350,"Blue Ribbon Fried Chicken","American",8.93,"Weekday",5,34,30
1477033,"Sushi of Gari 46","Japanese",29.05,"Weekend",3,35,26
1477323,"RedFarm Hudson","Chinese",12.13,"Weekend",5,28,29
1477237,"Jack's Wife Freda","Mediterranean",16.15,"Weekend",4,26,22
1478238,"Shake Shack","American",13.58,"Weekend",NA,25,24
1476935,"Blue Ribbon Fried Chicken","American",11.69,"Weekend",5,21,24
1478421,"Dig Inn Seasonal Market","American",15.71,"Weekday",5,27,26
1476856,"Woorijip","Korean",8.25,"Weekend",3,26,26
1477962,"Big Daddy's","American",12.08,"Weekend",5,22,16
1477770,"J. G. Melon","American",7.33,"Weekday",NA,31,30
1477172,"Bareburger","American",19.35,"Weekday",4,33,27
1477700,"Blue Ribbon Sushi","Japanese",33.37,"Weekday",3,30,27
1477032,"Rubirosa","Italian",29.1,"Weekend",5,30,28
1477203,"The Meatball Shop","American",15.86,"Weekday",5,29,26
1477599,"Market Table","American",6.79,"Weekend",NA,21,17
1477705,"Jack's Wife Freda","Mediterranean",12.18,"Weekend",3,33,23
1477757,"Shake Shack","American",14.12,"Weekend",NA,29,30
1476582,"Cafe Habana","Mexican",6.79,"Weekday",NA,33,25
1477698,"Parm","Italian",29.35,"Weekend",5,29,17
1476904,"Blue Ribbon Sushi","Japanese",25.27,"Weekend",3,20,20
1476740,"Jack's Wife Freda","Mediterranean",25.17,"Weekday",4,31,25
1476874,"RedFarm Hudson","Chinese",5.82,"Weekend",5,22,22
1476929,"S'MAC","American",24.2,"Weekend",NA,28,17
1477830,"Tamarind TriBeCa","Indian",15.77,"Weekend",5,25,29
1477206,"Blue Ribbon Sushi Bar & Grill","Japanese",15.23,"Weekend",NA,30,19
1478136,"Five Guys Burgers and Fries","American",14.12,"Weekend",4,27,27
1477022,"Blue Ribbon Sushi","Japanese",12.08,"Weekend",4,33,22
1476687,"Blue Ribbon Sushi","Japanese",14.5,"Weekend",NA,28,28
1477317,"Parm","Italian",15.77,"Weekend",4,27,18
1477508,"Momoya","Japanese",19.35,"Weekend",4,27,28
1478207,"Tamarind TriBeCa","Indian",24.2,"Weekend",4,28,26
1477814,"Pylos","Mediterranean",35.41,"Weekday",4,21,29
1478356,"Blue Ribbon Sushi","Japanese",16.44,"Weekend",NA,22,18
1476927,"Sushi of Gari 46","Japanese",13.05,"Weekend",NA,24,22
1477144,"Balthazar Boulangerie","French",29.1,"Weekend",5,31,27
1478140,"Westville Hudson","American",29.1,"Weekend",NA,20,24
1477918,"Yama Japanese Restaurant","Japanese",24.25,"Weekday",NA,23,30
1476583,"Bareburger","American",17.03,"Weekend",5,35,21
1478151,"Cipriani Le Specialita","Italian",5.92,"Weekend",5,35,30
1478121,"Westville Hudson","American",8.34,"Weekday",NA,22,26
1476654,"The Odeon","American",12.9,"Weekday",3,31,28
1477945,"Rubirosa","Italian",14.12,"Weekend",NA,33,15
1478209,"Shake Shack","American",29.1,"Weekend",NA,23,28
1477231,"Shake Shack","American",12.61,"Weekend",4,29,19
1477881,"Cafeteria","American",13.05,"Weekend",NA,31,16
1476999,"Pepe Rosso to Go","Italian",24.2,"Weekend",3,27,19
1477893,"Mamoun's Falafel","Mediterranean",5.92,"Weekday",NA,31,33
1477242,"Blue Ribbon Sushi","Japanese",14.12,"Weekday",5,35,33
1477309,"Rubirosa","Italian",22.8,"Weekday",5,32,27
1478001,"Blue Ribbon Fried Chicken","American",31.38,"Weekend",3,35,20
1476985,"The Meatball Shop","Italian",9.65,"Weekend",NA,29,16
1476989,"The Meatball Shop","Italian",21.34,"Weekday",5,22,24
1476814,"La Follia","Italian",8.05,"Weekend",NA,28,20
1477492,"Blue Ribbon Sushi Bar & Grill","Japanese",16.2,"Weekday",5,27,27
1477530,"The Kati Roll Company","Indian",5.34,"Weekend",4,27,18
1477195,"Cafeteria","American",20.47,"Weekday",3,32,24
1476959,"Serafina Fabulous Pizza","Italian",19.5,"Weekday",5,22,33
1477475,"Blue Ribbon Fried Chicken","American",32.93,"Weekend",5,24,23
1478310,"Sushi Samba","Japanese",15.47,"Weekend",NA,32,26
1477753,"Sushi of Gari Tribeca","Japanese",14.79,"Weekend",NA,32,24
1478205,"Coppola's East","Italian",13.05,"Weekend",NA,32,16
1476613,"Chipotle Mexican Grill","Mexican",29.1,"Weekend",5,24,28
1477992,"Blue Ribbon Sushi Izakaya","Japanese",19.45,"Weekday",5,33,32
1477058,"The Kati Roll Company","Indian",24.35,"Weekday",NA,33,29
1477112,"Blue Ribbon Fried Chicken","American",12.13,"Weekend",NA,21,28
1477906,"Sushi of Gari Tribeca","Japanese",19.02,"Weekend",5,27,29
1477414,"Shake Shack","American",16.2,"Weekend",5,33,25
1477141,"Shake Shack","American",24.3,"Weekend",5,21,24
1477851,"Blue Ribbon Sushi Izakaya","Japanese",32.93,"Weekend",4,21,19
1477070,"Cafe Habana","Mexican",12.23,"Weekday",5,23,28
1478346,"Shake Shack","American",16.2,"Weekday",NA,27,30
1477463,"Mamoun's Falafel","Mediterranean",12.18,"Weekday",5,25,30
1476775,"Shake Shack","American",29.1,"Weekday",5,29,31
1478376,"RedFarm Broadway","Chinese",9.65,"Weekend",5,30,20
1477546,"Shake Shack","American",14.07,"Weekday",4,24,28
1478253,"Parm","Italian",25.27,"Weekend",5,28,16
1477059,"Blue Ribbon Sushi","Japanese",17.07,"Weekend",4,27,15
1477385,"Chipotle Mexican Grill","Mexican",12.56,"Weekend",5,22,18
1477711,"J. G. Melon","American",12.66,"Weekend",4,23,20
1478033,"Rubirosa","Italian",19.4,"Weekend",4,34,16
1476592,"The Smile","American",14.94,"Weekend",NA,27,22
1477472,"RedFarm Hudson","Chinese",29.34,"Weekend",5,27,29
1477080,"The Kati Roll Company","Indian",19.45,"Weekend",NA,25,24
1478194,"Shake Shack","American",15.52,"Weekend",5,22,17
1478355,"The Meatball Shop","Italian",21.83,"Weekend",4,30,20
1477024,"Nobu Next Door","Japanese",12.18,"Weekend",5,32,23
1477898,"J. G. Melon","American",10.43,"Weekday",5,35,29
1477706,"Jack's Wife Freda","Mediterranean",22.31,"Weekend",NA,23,28
1476695,"Blue Ribbon Fried Chicken","American",33.18,"Weekend",NA,26,20
1476882,"Shake Shack","American",15.76,"Weekend",5,24,22
1478259,"Hill Country Fried Chicken","Southern",12.47,"Weekend",NA,29,28
1478327,"Blue Ribbon Sushi Bar & Grill","Japanese",33.03,"Weekend",NA,33,20
1477400,"Sushi of Gari Tribeca","Japanese",29.15,"Weekend",4,22,17
1477076,"Sushi of Gari 46","Japanese",31.43,"Weekend",5,29,30
1477339,"RedFarm Hudson","Chinese",12.18,"Weekend",NA,20,18
1477767,"Sarabeth's East","American",17.03,"Weekend",3,26,30
1477382,"Han Dynasty","Chinese",6.84,"Weekend",5,22,22
1477976,"RedFarm Broadway","Chinese",16.1,"Weekend",5,21,27
1477969,"Wa Jeal","Chinese",6.74,"Weekend",NA,32,24
1477991,"The Meatball Shop","Italian",19.35,"Weekend",5,21,23
1476777,"Blue Ribbon Sushi","Japanese",31.38,"Weekend",NA,26,27
1478199,"Han Dynasty","Chinese",12.18,"Weekday",NA,26,26
1478071,"Five Guys Burgers and Fries","American",14.12,"Weekend",4,28,25
1476628,"Parm","Italian",12.56,"Weekday",NA,32,28
1478264,"Jack's Wife Freda","Mediterranean",16.15,"Weekday",5,22,24
1477928,"RedFarm Hudson","Chinese",25.17,"Weekend",NA,21,17
1477917,"Momoya","Japanese",24.3,"Weekend",4,35,30
1477504,"Empanada Mama","Mexican",15.57,"Weekend",4,24,20
1476744,"Serafina Fabulous Pizza","Italian",16.88,"Weekend",NA,33,27
1476769,"Sushi of Gari 46","Japanese",8.83,"Weekday",NA,31,33
1477289,"Cafe Mogador","Middle Eastern",12.95,"Weekend",3,21,20
1477229,"Hatsuhana","Japanese",17.03,"Weekday",4,35,33
1477926,"P.J. Clarke's","American",12.18,"Weekend",3,22,28
1477773,"Shake Shack","American",12.18,"Weekend",5,32,24
1477687,"Jack's Wife Freda","Mediterranean",12.13,"Weekend",5,21,19
1477777,"Hill Country Fried Chicken","Southern",31.43,"Weekday",5,25,28
1476794,"S'MAC","American",9.56,"Weekend",NA,27,20
1476803,"Han Dynasty","Chinese",14.02,"Weekend",NA,24,15
1478107,"RedFarm Broadway","Chinese",29.1,"Weekend",NA,22,23
1478113,"Ilili Restaurant","Middle Eastern",25.22,"Weekday",4,32,25
1477852,"Da Umberto","Italian",32.98,"Weekend",NA,30,28
1477164,"Shake Shack","American",15.77,"Weekend",3,29,20
1476911,"Bareburger","American",8.63,"Weekend",4,21,22
1478132,"Cafeteria","American",12.23,"Weekday",NA,26,25
1478396,"Cafe Mogador","Middle Eastern",24.2,"Weekend",4,32,22
1477923,"RedFarm Hudson","Chinese",33.03,"Weekend",3,32,19
1476549,"Tamarind TriBeCa","Indian",6.74,"Weekend",5,25,26
1477619,"Blue Ribbon Fried Chicken","American",24.25,"Weekend",NA,27,21
1477919,"Five Guys Burgers and Fries","American",29.15,"Weekend",NA,20,16
1477839,"The MasalaWala","Indian",12.13,"Weekend",4,32,15
1478104,"Osteria Morini","Italian",24.25,"Weekday",NA,22,24
1477015,"Vezzo Thin Crust Pizza","Italian",9.17,"Weekend",NA,21,24
1477167,"Han Dynasty","Chinese",14.8,"Weekday",4,23,25
1477261,"Sushi of Gari","Japanese",31.43,"Weekend",NA,21,27
1477632,"Sarabeth's Restaurant","American",29.15,"Weekday",NA,20,26
1477785,"Xi'an Famous Foods","Chinese",24.3,"Weekend",4,32,29
1476793,"Rubirosa","Italian",9.17,"Weekend",4,27,25
1477104,"The Meatball Shop","Italian",16.93,"Weekend",NA,30,25
1478232,"Blue Ribbon Sushi Bar & Grill","Japanese",12.18,"Weekend",4,24,15
1478392,"Parm","Italian",21.93,"Weekend",4,22,25
1476719,"Parm","Italian",12.08,"Weekend",3,25,28
1478052,"Shake Shack","American",24.3,"Weekend",4,35,16
1478034,"Sushi of Gari Tribeca","Japanese",17.03,"Weekend",NA,23,22
1477517,"The Meatball Shop","Italian",29.15,"Weekend",5,23,30
1477434,"Shake Shack","American",29.15,"Weekend",5,20,21
1477016,"Parm","Italian",15.37,"Weekend",NA,29,23
1476619,"RedFarm Hudson","Chinese",12.23,"Weekend",4,24,19
1477947,"The Meatball Shop","Italian",12.18,"Weekend",3,27,20
1478127,"Blue Ribbon Fried Chicken","American",20.18,"Weekend",3,22,20
1476787,"TAO","Japanese",6.69,"Weekday",4,26,25
1477071,"Nobu Next Door","Japanese",29.05,"Weekend",5,33,29
1476807,"Blue Ribbon Sushi","Japanese",16.49,"Weekend",3,24,30
1477548,"The Meatball Shop","Italian",12.95,"Weekday",4,29,24
1478298,"Blue Ribbon Sushi Bar & Grill","Japanese",6.02,"Weekday",NA,29,25
1477897,"The Meatball Shop","Italian",12.56,"Weekday",NA,31,32
1477393,"Parm","Italian",22.36,"Weekend",4,21,30
1476821,"Bareburger","American",12.18,"Weekend",NA,33,18
1478169,"Rubirosa","Italian",21.83,"Weekend",3,30,27
1477423,"J. G. Melon","American",14.6,"Weekend",5,32,24
1477724,"RedFarm Hudson","Chinese",12.18,"Weekend",NA,24,27
1478177,"Blue Ribbon Sushi","Japanese",11.59,"Weekend",4,22,18
1477882,"RedFarm Broadway","Chinese",24.2,"Weekday",NA,22,33
1478393,"Tamarind TriBeCa","Indian",16.44,"Weekend",5,23,24
1477598,"Hill Country Fried Chicken","Southern",24.2,"Weekend",4,25,15
1477946,"Hill Country Fried Chicken","Southern",14.12,"Weekend",5,25,15
1477864,"Dos Caminos","Mexican",8.1,"Weekday",NA,23,26
1478086,"Shake Shack","American",9.07,"Weekend",NA,24,16
1476964,"RedFarm Broadway","Chinese",24.25,"Weekend",5,29,22
1477734,"The Meatball Shop","Italian",29.25,"Weekday",5,35,29
1477101,"The Meatball Shop","American",14.55,"Weekend",5,21,30
1478077,"Shake Shack","American",33.03,"Weekday",NA,22,32
1476634,"Sushi of Gari 46","Japanese",16.3,"Weekend",NA,21,29
1478326,"Il Bambino","Italian",29.25,"Weekend",4,34,29
1476547,"Bareburger","American",6.84,"Weekend",5,22,24
1477258,"Blue Ribbon Sushi Izakaya","Japanese",29.1,"Weekend",NA,32,26
1476890,"Han Dynasty","Chinese",12.18,"Weekday",3,33,29
1477920,"Balthazar Boulangerie","French",29.15,"Weekday",4,31,28
1478293,"Barbounia","Mediterranean",12.13,"Weekend",NA,26,26
1478410,"The Meatball Shop","Italian",25.22,"Weekend",5,32,25
1477335,"Nobu Next Door","Japanese",29.15,"Weekend",NA,27,15
1478335,"Nobu Next Door","Japanese",25.17,"Weekend",4,31,29
1476808,"Pepe Giallo","Italian",14.6,"Weekday",3,32,24
1478320,"The Meatball Shop","Italian",13.53,"Weekday",3,20,31
1477266,"Saravanaa Bhavan","Indian",24.25,"Weekday",5,29,26
1476579,"The Meatball Shop","Italian",24.2,"Weekend",5,24,24
1476992,"Vezzo Thin Crust Pizza","Italian",12.13,"Weekend",NA,27,15
1478228,"TAO","Japanese",15.28,"Weekend",4,33,22
1476948,"Vanessa's Dumpling House","Chinese",9.65,"Weekend",5,20,22
1477198,"The Meatball Shop","Italian",8.54,"Weekend",3,31,15
1476635,"Mission Cantina","Mexican",16.2,"Weekend",5,31,18
1478427,"Pylos","Mediterranean",14.12,"Weekday",4,26,24
1477005,"Nobu Next Door","Japanese",25.17,"Weekend",NA,21,16
1477142,"Rubirosa","Italian",24.2,"Weekend",4,23,26
1478108,"Momoya","Japanese",32.93,"Weekday",3,28,27
1477592,"Shake Shack","American",31.43,"Weekend",5,30,19
1476943,"RedFarm Hudson","Chinese",22.75,"Weekend",NA,31,30
1477403,"The Meatball Shop","American",6.69,"Weekend",4,27,27
1477238,"Blue Ribbon Sushi","Japanese",13.87,"Weekend",NA,28,28
1478417,"Blue Ribbon Fried Chicken","American",9.02,"Weekend",5,31,15
1477073,"Shake Shack","American",29.05,"Weekend",5,21,22
1477444,"Shake Shack","American",24.3,"Weekday",4,33,30
1476987,"RedFarm Hudson","Chinese",15.96,"Weekend",3,21,18
1476643,"Momoya","Japanese",22.85,"Weekend",4,32,17
1476650,"J. G. Melon","American",8.35,"Weekend",5,29,23
1477446,"The Meatball Shop","American",5.77,"Weekend",NA,33,27
1477304,"The Meatball Shop","Italian",24.2,"Weekday",4,28,30
1477436,"RedFarm Hudson","Chinese",29.29,"Weekend",4,27,21
1477859,"Barbounia","Mediterranean",5.97,"Weekday",3,33,30
1477321,"Five Guys Burgers and Fries","American",12.08,"Weekend",NA,20,18
1477370,"Sushi of Gari 46","Japanese",29.1,"Weekday",5,32,30
1477998,"Blue Ribbon Sushi","Japanese",29.1,"Weekend",5,20,16
1478173,"Han Dynasty","Chinese",24.25,"Weekend",5,33,26
1476694,"Cafe Mogador","Middle Eastern",29.05,"Weekend",4,27,30
1477020,"Rubirosa","Italian",7.33,"Weekend",5,26,22
1477902,"Shake Shack","American",15.77,"Weekend",4,35,23
1476657,"Hill Country Fried Chicken","Southern",29.35,"Weekend",4,26,24
1477762,"Chipotle Mexican Grill","Mexican",14.16,"Weekday",NA,22,24
1478280,"Shake Shack","American",19.4,"Weekend",5,32,15
1477883,"Blue Ribbon Fried Chicken","American",29.39,"Weekend",NA,27,28
1476867,"Da Umberto","Italian",12.27,"Weekday",5,20,30
1477993,"Momoya","Japanese",16.98,"Weekday",5,31,32
1477772,"TAO","Japanese",12.18,"Weekday",NA,26,33
1477157,"Blue Ribbon Sushi Bar & Grill","Japanese",10.82,"Weekend",NA,25,24
1477913,"Aurora","Italian",21.93,"Weekend",NA,31,18
1477152,"Sushi of Gari 46","Japanese",25.17,"Weekend",NA,29,27
1478215,"Sarabeth's East","American",25.27,"Weekend",4,23,19
1477303,"Sushi of Gari 46","Japanese",19.35,"Weekday",NA,28,24
1477457,"Shake Shack","American",15.18,"Weekday",5,30,33
1477150,"Five Guys Burgers and Fries","American",12.23,"Weekend",5,22,22
1477765,"Tamarind TriBeCa","Indian",19.45,"Weekend",4,29,19
1478267,"Han Dynasty","Chinese",14.16,"Weekend",NA,30,23
1477562,"The Odeon","American",6.69,"Weekend",4,30,20
1477663,"Nobu Next Door","Japanese",29.29,"Weekday",4,30,24
1478115,"Shake Shack","American",5.77,"Weekend",4,28,18
1478333,"Sushi of Gari 46","Japanese",22.26,"Weekend",5,27,26
1477812,"Rubirosa","Italian",24.2,"Weekend",5,31,15
1477191,"Ilili Restaurant","Middle Eastern",25.22,"Weekday",5,25,33
1476988,"Moonstruck on Second","American",14.94,"Weekend",5,27,20
